Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0033321																					TGME49_321510
OG0033322																					TGME49_321685
OG0033323																					TGME49_220850
OG0033324																					TGME49_221220
OG0033325																					TGME49_221240
OG0033326																					TGME49_221275
OG0033327																					TGME49_221415
OG0033328																					TGME49_221455
OG0033329																					TGME49_221480
OG0033330																					TGME49_221518
OG0033331																					TGME49_221585
OG0033332																					TGME49_221665
OG0033333																					TGME49_221675
OG0033334																					TGME49_221685
OG0033335																					TGME49_221818
OG0033336																					TGME49_221855
OG0033337																					TGME49_221860
OG0033338																					TGME49_221865
OG0033339																					TGME49_221880
OG0033340																					TGME49_221895
OG0033341																					TGME49_221905
OG0033342																					TGME49_221930
OG0033343																					TGME49_222075
OG0033344																					TGME49_222080
OG0033345																					TGME49_222150
OG0033346																					TGME49_222155
OG0033347																					TGME49_222245
OG0033348																					TGME49_222305
OG0033349																					TGME49_222370
OG0033350																					TGME49_222385
OG0033351																					TGME49_222440
OG0033352																					TGME49_222935
OG0033353																					TGME49_222948
OG0033354																					TGME49_222975
OG0033355																					TGME49_222990
OG0033356																					TGME49_223010
OG0033357																					TGME49_223025
OG0033358																					TGME49_223045
OG0033359																					TGME49_223050
OG0033360																					TGME49_223060
OG0033361																					TGME49_293372
OG0033362																					TGME49_297065
OG0033363																					TGME49_297080
OG0033364																					TGME49_297090
OG0033365																					TGME49_297190
OG0033366																					TGME49_297290
OG0033367																					TGME49_297300
OG0033368																					TGME49_297310
OG0033369																					TGME49_297340
OG0033370																					TGME49_297350
OG0033371																					TGME49_297390
OG0033372																					TGME49_297395
OG0033373																					TGME49_297440
OG0033374																					TGME49_297450
OG0033375																					TGME49_297480
OG0033376																					TGME49_297488
OG0033377																					TGME49_297492
OG0033378																					TGME49_297495
OG0033379																					TGME49_297505
OG0033380																					TGME49_297510
OG0033381																					TGME49_297643
OG0033382																					TGME49_297647
OG0033383																					TGME49_297700
OG0033384																					TGME49_297725
OG0033385																					TGME49_297790
OG0033386																					TGME49_298070
OG0033387																					TGME49_298080
OG0033388																					TGME49_252080
OG0033389																					TGME49_252090
OG0033390																					TGME49_252255
OG0033391																					TGME49_252260
OG0033392																					TGME49_252295
OG0033393																					TGME49_252300
OG0033394																					TGME49_252330
OG0033395																					TGME49_252350
OG0033396																					TGME49_252385
OG0033397																					TGME49_252390
OG0033398																					TGME49_252395
OG0033399																					TGME49_252410
OG0033400																					TGME49_252450
OG0033401																					TGME49_252860
OG0033402																					TGME49_253035
OG0033403																					TGME49_253050
OG0033404																					TGME49_253340
OG0033405																					TGME49_253390
OG0033406																					TGME49_253460
OG0033407																					TGME49_253660
OG0033408																					TGME49_253670
OG0033409																					TGME49_253680
OG0033410																					TGME49_253755
OG0033411																					TGME49_253760
OG0033412																					TGME49_253770
OG0033413																					TGME49_253790
OG0033414																					TGME49_253830
OG0033415																					TGME49_253920
OG0033416																					TGME49_254040
OG0033417																					TGME49_254255
OG0033418																					TGME49_254335
OG0033419																					TGME49_254360
OG0033420																					TGME49_254485
OG0033421																					TGME49_254603
OG0033422																					TGME49_254606
OG0033423																					TGME49_254625
OG0033424																					TGME49_254670
OG0033425																					TGME49_254720
OG0033426																					TGME49_254820
OG0033427																					TGME49_254855
OG0033428																					TGME49_254915
OG0033429																					TGME49_275700
OG0033430																					TGME49_275755
OG0033431																					TGME49_275795
OG0033432																					TGME49_275870
OG0033433																					TGME49_275970
OG0033434																					TGME49_276220
OG0033435																					TGME49_276230
OG0033436																					TGME49_298830
OG0033437																					TGME49_298840
OG0033438																					TGME49_298960
OG0033439																					TGME49_299010
OG0033440																					TGME49_299015
OG0033441																					TGME49_299120
OG0033442																					TGME49_299160
OG0033443																					TGME49_299260
OG0033444																					TGME49_206910
OG0033445																					TGME49_210682
OG0033446																					TGME49_210715
OG0033447																					TGME49_210770
OG0033448																					TGME49_210783
OG0033449																					TGME49_210815
OG0033450																					TGME49_210970
OG0033451																					TGME49_210975
OG0033452																					TGME49_210990
OG0033453																					TGME49_211000
OG0033454																					TGME49_211015
OG0033455																					TGME49_211070
OG0033456																					TGME49_211080
OG0033457																					TGME49_211380
OG0033458																					TGME49_211660
OG0033459																					TGME49_211675
OG0033460																					TGME49_237800
OG0033461																					TGME49_237835
OG0033462																					TGME49_237893
OG0033463																					TGME49_300980
OG0033464																					TGME49_301190
OG0033465																					TGME49_301200
OG0033466																					TGME49_301218
OG0033467																					TGME49_301260
OG0033468																					TGME49_301280
OG0033469																					TGME49_301310
OG0033470																					TGME49_301330
OG0033471																					TGME49_301355
OG0033472																					TGME49_301415
OG0033473																					TGME49_301470
OG0033474																					TGME49_301480
OG0033475																					TGME49_301690
OG0033476																					TGME49_317820
OG0033477																					TGME49_317830
OG0033478																					TGME49_318120
OG0033479																					TGME49_318275
OG0033480																					TGME49_318320
OG0033481																					TGME49_318360
OG0033482																					TGME49_318380
OG0033483																					TGME49_318450
OG0033484																					TGME49_318575
OG0033485																					TGME49_318632
OG0033486																					TGME49_318738
OG0033487																					TGME49_319312
OG0033488																					TGME49_319935
OG0033489																					TGME49_319960
OG0033490																					TGME49_319980
OG0033491																					TGME49_319988
OG0033492																					TGME49_319992
OG0033493																					TGME49_320105
OG0033494																					TGME49_320135
OG0033495																					TGME49_320410
OG0033496																					TGME49_320465
OG0033497																					TGME49_320660
OG0033498																					TGME49_320710
OG0033499																					TGME49_320715
OG0033500																					TGME49_320780
OG0033501																					TGME49_212775
OG0033502																					TGME49_212830
OG0033503																					TGME49_212955
OG0033504																					TGME49_212970
OG0033505																					TGME49_213050
OG0033506																					TGME49_213065
OG0033507																					TGME49_213069
OG0033508																					TGME49_213115
OG0033509																					TGME49_213380
OG0033510																					TGME49_213415
OG0033511																					TGME49_213430
OG0033512																					TGME49_213460
OG0033513																					TGME49_213560
OG0033514																					TGME49_213580
OG0033515																					TGME49_213590
OG0033516																					TGME49_213635
OG0033517																					TGME49_213660
OG0033518																					TGME49_213748
OG0033519																					TGME49_213840
OG0033520																					TGME49_213850
OG0033521																					TGME49_213860
OG0033522																					TGME49_213880
OG0033523																					TGME49_213885
OG0033524																					TGME49_213960
OG0033525																					TGME49_220060
OG0033526																					TGME49_220070
OG0033527																					TGME49_220125
OG0033528																					TGME49_220128
OG0033529																					TGME49_220132
OG0033530																					TGME49_220145
OG0033531																					TGME49_220180
OG0033532																					TGME49_220240
OG0033533																					TGME49_220280
OG0033534																					TGME49_220310
OG0033535																					TGME49_220510
OG0033536																					TGME49_220525
OG0033537																					TGME49_220530
OG0033538																					TGME49_220540
OG0033539																					TGME49_220580
OG0033540																					TGME49_283460
OG0033541																					TGME49_283570
OG0033542																					TGME49_283580
OG0033543																					TGME49_283585
OG0033544																					TGME49_283698
OG0033545																					TGME49_283770
OG0033546																					TGME49_283800
OG0033547																					TGME49_283855
OG0033548																					TGME49_283870
OG0033549																					TGME49_283882
OG0033550																					TGME49_284010
OG0033551																					TGME49_284310
OG0033552																					TGME49_284420
OG0033553																					TGME49_284602
OG0033554																					TGME49_284680
OG0033555																					TGME49_285150
OG0033556																					TGME49_285400
OG0033557																					TGME49_285445
OG0033558																					TGME49_285665
OG0033559																					TGME49_285740
OG0033560																					TGME49_285770
OG0033561																					TGME49_285820
OG0033562																					TGME49_285825
OG0033563																					TGME49_285865
OG0033564																					TGME49_285880
OG0033565																					TGME49_286040
OG0033566																					TGME49_286100
OG0033567																					TGME49_286110
OG0033568																					TGME49_286170
OG0033569																					TGME49_286200
OG0033570																					TGME49_286450
OG0033571																					TGME49_286460
OG0033572																					TGME49_286465
OG0033573																					TGME49_286480
OG0033574																					TGME49_286485
OG0033575																					TGME49_286525
OG0033576																					TGME49_286550
OG0033577																					TGME49_286570
OG0033578																					TGME49_286595
OG0033579																					TGME49_286610
OG0033580																					TGME49_286735
OG0033581																					TGME49_286778
OG0033582																					TGME49_286810
OG0033583																					TGME49_286928
OG0033584																					TGME49_287040
OG0033585																					TGME49_287235
OG0033586																					TGME49_287240
OG0033587																					TGME49_287450
OG0033588																					TGME49_287460
OG0033589																					TGME49_287490
OG0033590																					TGME49_296340
OG0033591																					TGME49_307450
OG0033592																					TGME49_307470
OG0033593																					TGME49_238030
OG0033594																					TGME49_238073
OG0033595																					TGME49_238077
OG0033596																					TGME49_238165
OG0033597																					TGME49_238450
OG0033598																					TGME49_238505
OG0033599																					TGME49_238530
OG0033600																					TGME49_238860
OG0033601																					TGME49_238960
OG0033602																					TGME49_239010
OG0033603																					TGME49_239083
OG0033604																					TGME49_239320
OG0033605																					TGME49_239365
OG0033606																					TGME49_239520
OG0033607																					TGME49_239640
OG0033608																					TGME49_239650
OG0033609																					TGME49_239730
OG0033610																					TGME49_239795
OG0033611																					TGME49_239880
OG0033612																					TGME49_240060
OG0033613																					TGME49_240200
OG0033614																					TGME49_240247
OG0033615																					TGME49_240260
OG0033616																					TGME49_240285
OG0033617																					TGME49_240290
OG0033618																					TGME49_240295
OG0033619																					TGME49_240360
OG0033620																					TGME49_240365
OG0033621																					TGME49_240460
OG0033622																					TGME49_240510
OG0033623																					TGME49_240755
OG0033624																					TGME49_240820
OG0033625																					TGME49_240920
OG0033626																					TGME49_240940
OG0033627																					TGME49_241130
OG0033628																					TGME49_241155
OG0033629																					TGME49_241175
OG0033630																					TGME49_241310
OG0033631																					TGME49_242040
OG0033632																					TGME49_242310
OG0033633																					TGME49_242340
OG0033634																					TGME49_242350
OG0033635																					TGME49_242360
OG0033636																					TGME49_242370
OG0033637																					TGME49_242710
OG0033638																					TGME49_242770
OG0033639																					TGME49_242845
OG0033640																					TGME49_243220
OG0033641																					TGME49_243302
OG0033642																					TGME49_243330
OG0033643																					TGME49_243355
OG0033644																					TGME49_243360
OG0033645																					TGME49_243370
OG0033646																					TGME49_243378
OG0033647																					TGME49_243420
OG0033648																					TGME49_243465
OG0033649																					TGME49_243520
OG0033650																					TGME49_243545
OG0033651																					TGME49_243615
OG0033652																					TGME49_243700
OG0033653																					TGME49_243770
OG0033654																					TGME49_243900
OG0033655																					TGME49_244015
OG0033656																					TGME49_244070
OG0033657																					TGME49_244105
OG0033658																					TGME49_244165
OG0033659																					TGME49_244170
OG0033660																					TGME49_244220
OG0033661																					TGME49_244280
OG0033662																					TGME49_244406
OG0033663																					TGME49_244408
OG0033664																					TGME49_244480
OG0033665																					TGME49_244490
OG0033666																					TGME49_244530
OG0033667																					TGME49_244645
OG0033668																					TGME49_244710
OG0033669																					TGME49_244715
OG0033670																					TGME49_244726
OG0033671																					TGME49_244728
OG0033672																					TGME49_244732
OG0033673																					TGME49_244910
OG0033674																					TGME49_244930
OG0033675																					TGME49_244940
OG0033676																					TGME49_244950
OG0033677																					TGME49_201160
OG0033678																					TGME49_201180
OG0033679																					TGME49_201190
OG0033680																					TGME49_201215
OG0033681																					TGME49_201390
OG0033682																					TGME49_201640
OG0033683																					TGME49_201730
OG0033684																					TGME49_201775
OG0033685																					TGME49_201785
OG0033686																					TGME49_201810
OG0033687																					TGME49_201830
OG0033688																					TGME49_201890
OG0033689																					TGME49_201895
OG0033690																					TGME49_202025
OG0033691																					TGME49_202050
OG0033692																					TGME49_202060
OG0033693																					TGME49_202065
OG0033694																					TGME49_202080
OG0033695																					TGME49_202205
OG0033696																					TGME49_202255
OG0033697																					TGME49_202285
OG0033698																					TGME49_202330
OG0033699																					TGME49_202375
OG0033700																					TGME49_202445
OG0033701																					TGME49_202600
OG0033702																					TGME49_202735
OG0033703																					TGME49_202830
OG0033704																					TGME49_202860
OG0033705																					TGME49_202975
OG0033706																					TGME49_202990
OG0033707																					TGME49_203000
OG0033708																					TGME49_203040
OG0033709																					TGME49_203100
OG0033710																					TGME49_203175
OG0033711																					TGME49_203250
OG0033712																					TGME49_203430
OG0033713																					TGME49_203470
OG0033714																					TGME49_203505
OG0033715																					TGME49_203560
OG0033716																					TGME49_203580
OG0033717																					TGME49_203665
OG0033718																					TGME49_203685
OG0033719																					TGME49_203688
OG0033720																					TGME49_203705
OG0033721																					TGME49_203735
OG0033722																					TGME49_203740
OG0033723																					TGME49_203770
OG0033724																					TGME49_203815
OG0033725																					TGME49_203875
OG0033726																					TGME49_203880
OG0033727																					TGME49_203890
OG0033728																					TGME49_203930
OG0033729																					TGME49_203985
OG0033730																					TGME49_204000
OG0033731																					TGME49_204010
OG0033732																					TGME49_204045
OG0033733																					TGME49_204055
OG0033734																					TGME49_204080
OG0033735																					TGME49_204090
OG0033736																					TGME49_204110
OG0033737																					TGME49_204150
OG0033738																					TGME49_204315
OG0033739																					TGME49_204325
OG0033740																					TGME49_204330
OG0033741																					TGME49_204340
OG0033742																					TGME49_204395
OG0033743																					TGME49_204468
OG0033744																					TGME49_204472
OG0033745																					TGME49_204490
OG0033746																					TGME49_204500
OG0033747																					TGME49_204505
OG0033748																					TGME49_204520
OG0033749																					TGME49_204530
OG0033750																					TGME49_205020
OG0033751																					TGME49_205080
OG0033752																					TGME49_205110
OG0033753																					TGME49_205170
OG0033754																					TGME49_205230
OG0033755																					TGME49_205410
OG0033756																					TGME49_205425
OG0033757																					TGME49_205430
OG0033758																					TGME49_205530
OG0033759																					TGME49_205615
OG0033760																					TGME49_205630
OG0033761																					TGME49_205662
OG0033762																					TGME49_205770
OG0033763																					TGME49_206290
OG0033764																					TGME49_206340
OG0033765																					TGME49_206360
OG0033766																					TGME49_206460
OG0033767																					TGME49_206480
OG0033768																					TGME49_206520
OG0033769																					TGME49_206605
OG0033770																					TGME49_206695
OG0033771																					TGME49_279540
OG0033772																					TGME49_279550
OG0033773																					TGME49_280070
OG0033774																					TGME49_280375
OG0033775																					TGME49_280430
OG0033776																					TGME49_280465
OG0033777																					TGME49_280518
OG0033778																					TGME49_280680
OG0033779																					TGME49_280725
OG0033780																					TGME49_280810
OG0033781																					TGME49_281030
OG0033782																					TGME49_281040
OG0033783																					TGME49_281530
OG0033784																					TGME49_281545
OG0033785																					TGME49_281555
OG0033786																					TGME49_281575
OG0033787																					TGME49_281600
OG0033788																					TGME49_281660
OG0033789																					TGME49_281955
OG0033790																					TGME49_282000
OG0033791																					TGME49_282160
OG0033792																					TGME49_304450
OG0033793																					TGME49_304670
OG0033794																					TGME49_304690
OG0033795																					TGME49_304710
OG0033796																					TGME49_304755
OG0033797																					TGME49_255160
OG0033798																					TGME49_255175
OG0033799																					TGME49_255195
OG0033800																					TGME49_255215
OG0033801																					TGME49_255280
OG0033802																					TGME49_255330
OG0033803																					TGME49_255460
OG0033804																					TGME49_255490
OG0033805																					TGME49_255715
OG0033806																					TGME49_255720
OG0033807																					TGME49_255730
OG0033808																					TGME49_255740
OG0033809																					TGME49_255860
OG0033810																					TGME49_255895
OG0033811																					TGME49_255910
OG0033812																					TGME49_255940
OG0033813																					TGME49_255990
OG0033814																					TGME49_256035
OG0033815																					TGME49_256220
OG0033816																					TGME49_256650
OG0033817																					TGME49_256700
OG0033818																					TGME49_256950
OG0033819																					TGME49_256960
OG0033820																					TGME49_256965
OG0033821																					TGME49_256975
OG0033822																					TGME49_257090
OG0033823																					TGME49_257568
OG0033824																					TGME49_257572
OG0033825																					TGME49_257580
OG0033826																					TGME49_257685
OG0033827																					TGME49_257755
OG0033828																					TGME49_257760
OG0033829																					TGME49_257810
OG0033830																					TGME49_257925
OG0033831																					TGME49_257970
OG0033832																					TGME49_258040
OG0033833																					TGME49_258085
OG0033834																					TGME49_258105
OG0033835																					TGME49_258140
OG0033836																					TGME49_258200
OG0033837																					TGME49_258220
OG0033838																					TGME49_258225
OG0033839																					TGME49_258458
OG0033840																					TGME49_258462
OG0033841																					TGME49_258508
OG0033842																					TGME49_258512
OG0033843																					TGME49_258540
OG0033844																					TGME49_258570
OG0033845																					TGME49_258575
OG0033846																					TGME49_258618
OG0033847																					TGME49_258622
OG0033848																					TGME49_258750
OG0033849																					TGME49_258760
OG0033850																					TGME49_258828
OG0033851																					TGME49_258840
OG0033852																					TGME49_258870
OG0033853																					TGME49_258940
OG0033854																					TGME49_259060
OG0033855																					TGME49_259070
OG0033856																					TGME49_259100
OG0033857																					TGME49_259150
OG0033858																					TGME49_259155
OG0033859																					TGME49_259205
OG0033860																					TGME49_259280
OG0033861																					TGME49_259540
OG0033862																					TGME49_259620
OG0033863																					TGME49_259670
OG0033864																					TGME49_259680
OG0033865																					TGME49_259835
OG0033866																					TGME49_259895
OG0033867																					TGME49_259900
OG0033868																					TGME49_259940
OG0033869																					TGME49_260205
OG0033870																					TGME49_260280
OG0033871																					TGME49_260290
OG0033872																					TGME49_260330
OG0033873																					TGME49_260375
OG0033874																					TGME49_260520
OG0033875																					TGME49_260530
OG0033876																					TGME49_260825
OG0033877																					TGME49_260830
OG0033878																					TGME49_260860
OG0033879																					TGME49_261018
OG0033880																					TGME49_261075
OG0033881																					TGME49_261300
OG0033882																					TGME49_261390
OG0033883																					TGME49_261560
OG0033884																					TGME49_261630
OG0033885																					TGME49_261650
OG0033886																					TGME49_261700
OG0033887																					TGME49_261740
OG0033888																					TGME49_261770
OG0033889																					TGME49_261955
OG0033890																					TGME49_262020
OG0033891																					TGME49_262125
OG0033892																					TGME49_262470
OG0033893																					TGME49_262500
OG0033894																					TGME49_262590
OG0033895																					TGME49_262630
OG0033896																					TGME49_262655
OG0033897																					TGME49_262715
OG0033898																					TGME49_262840
OG0033899																					TGME49_262870
OG0033900																					TGME49_263020
OG0033901																					TGME49_263135
OG0033902																					TGME49_263160
OG0033903																					TGME49_263215
OG0033904																					TGME49_263245
OG0033905																					TGME49_263250
OG0033906																					TGME49_263270
OG0033907																					TGME49_263327
OG0033908																					TGME49_263335
OG0033909																					TGME49_263460
OG0033910																					TGME49_263505
OG0033911																					TGME49_263590
OG0033912																					TGME49_263630
OG0033913																					TGME49_263633
OG0033914																					TGME49_263637
OG0033915																					TGME49_263639
OG0033916																					TGME49_263642
OG0033917																					TGME49_263760
OG0033918																					TGME49_263830
OG0033919																					TGME49_264075
OG0033920																					TGME49_264100
OG0033921																					TGME49_264175
OG0033922																					TGME49_264182
OG0033923																					TGME49_264225
OG0033924																					TGME49_264230
OG0033925																					TGME49_264240
OG0033926																					TGME49_264250
OG0033927																					TGME49_264260
OG0033928																					TGME49_200260
OG0033929																					TGME49_200295
OG0033930																					TGME49_200300
OG0033931																					TGME49_200375
OG0033932																					TGME49_200470
OG0033933																					TGME49_228980
OG0033934																					TGME49_229005
OG0033935																					TGME49_229190
OG0033936																					TGME49_229220
OG0033937																					TGME49_229300
OG0033938																					TGME49_229660
OG0033939																					TGME49_229700
OG0033940																					TGME49_229730
OG0033941																					TGME49_229760
OG0033942																					TGME49_229800
OG0033943																					TGME49_230040
OG0033944																					TGME49_230118
OG0033945																					TGME49_230135
OG0033946																					TGME49_230180
OG0033947																					TGME49_230200
OG0033948																					TGME49_230205
OG0033949																					TGME49_230480
OG0033950																					TGME49_230598
OG0033951																					TGME49_230602
OG0033952																					TGME49_230640
OG0033953																					TGME49_230663
OG0033954																					TGME49_230667
OG0033955																					TGME49_230705
OG0033956																					TGME49_230900
OG0033957																					TGME49_230970
OG0033958																					TGME49_231050
OG0033959																					TGME49_231055
OG0033960																					TGME49_231120
OG0033961																					TGME49_231175
OG0033962																					TGME49_231180
OG0033963																					TGME49_231215
OG0033964																					TGME49_231230
OG0033965																					TGME49_231450
OG0033966																					TGME49_231605
OG0033967																					TGME49_231610
OG0033968																					TGME49_231620
OG0033969																					TGME49_231780
OG0033970																					TGME49_231865
OG0033971																					TGME49_231960
OG0033972																					TGME49_231991
OG0033973																					TGME49_231992
OG0033974																					TGME49_231994
OG0033975																					TGME49_231996
OG0033976																					TGME49_231998
OG0033977																					TGME49_232035
OG0033978																					TGME49_232085
OG0033979																					TGME49_232110
OG0033980																					TGME49_232180
OG0033981																					TGME49_232475
OG0033982																					TGME49_232560
OG0033983																					TGME49_232630
OG0033984																					TGME49_232670
OG0033985																					TGME49_232770
OG0033986																					TGME49_232840
OG0033987																					TGME49_232955
OG0033988																					TGME49_232990
OG0033989																					TGME49_233157
OG0033990																					TGME49_233210
OG0033991																					TGME49_233280
OG0033992																					TGME49_233290
OG0033993																					TGME49_233315
OG0033994																					TGME49_233380
OG0033995																					TGME49_233405
OG0033996																					TGME49_233450
OG0033997																					TGME49_233470
OG0033998																					TGME49_233510
OG0033999																					TGME49_233550
OG0034000																					TGME49_233610
OG0034001																					TGME49_233670
OG0034002																					TGME49_233792
OG0034003																					TGME49_233842
OG0034004																					TGME49_233925
OG0034005																					TGME49_267960
OG0034006																					TGME49_267980
OG0034007																					TGME49_267990
OG0034008																					TGME49_268170
OG0034009																					TGME49_268176
OG0034010																					TGME49_268178
OG0034011																					TGME49_268182
OG0034012																					TGME49_268190
OG0034013																					TGME49_268230
OG0034014																					TGME49_268300
OG0034015																					TGME49_268610
OG0034016																					TGME49_268760
OG0034017																					TGME49_268765
OG0034018																					TGME49_268835
OG0034019																					TGME49_268940
OG0034020																					TGME49_268985
OG0034021																					TGME49_269015
OG0034022																					TGME49_269020
OG0034023																					TGME49_269035
OG0034024																					TGME49_269050
OG0034025																					TGME49_269085
OG0034026																					TGME49_269100
OG0034027																					TGME49_269170
OG0034028																					TGME49_269225
OG0034029																					TGME49_269270
OG0034030																					TGME49_269280
OG0034031																					TGME49_269315
OG0034032																					TGME49_269365
OG0034033																					TGME49_269413
OG0034034																					TGME49_269417
OG0034035																					TGME49_269425
OG0034036																					TGME49_269438
OG0034037																					TGME49_269442
OG0034038																					TGME49_269470
OG0034039																					TGME49_269588
OG0034040																					TGME49_269600
OG0034041																					TGME49_269630
OG0034042																					TGME49_269680
OG0034043																					TGME49_269705
OG0034044																					TGME49_269750
OG0034045																					TGME49_269775
OG0034046																					TGME49_269970
OG0034047																					TGME49_270020
OG0034048																					TGME49_270030
OG0034049																					TGME49_270040
OG0034050																					TGME49_270080
OG0034051																					TGME49_270130
OG0034052																					TGME49_270260
OG0034053																					TGME49_270277
OG0034054																					TGME49_270280
OG0034055																					TGME49_270290
OG0034056																					TGME49_270655
OG0034057																					TGME49_270680
OG0034058																					TGME49_270805
OG0034059																					TGME49_270925
OG0034060																					TGME49_270970
OG0034061																					TGME49_271010
OG0034062																					TGME49_271015
OG0034063																					TGME49_271025
OG0034064																					TGME49_271033
OG0034065																					TGME49_271037
OG0034066																					TGME49_271080
OG0034067																					TGME49_271115
OG0034068																					TGME49_271174
OG0034069																					TGME49_271178
OG0034070																					TGME49_271182
OG0034071																					TGME49_271310
OG0034072																					TGME49_271320
OG0034073																					TGME49_271335
OG0034074																					TGME49_271375
OG0034075																					TGME49_271400
OG0034076																					TGME49_271410
OG0034077																					TGME49_271450
OG0034078																					TGME49_271580
OG0034079																					TGME49_271770
OG0034080																					TGME49_271935
OG0034081																					TGME49_271985
OG0034082																					TGME49_272020
OG0034083																					TGME49_272265
OG0034084																					TGME49_272285
OG0034085																					TGME49_272300
OG0034086																					TGME49_272415
OG0034087																					TGME49_272450
OG0034088																					TGME49_272590
OG0034089																					TGME49_272593
OG0034090																					TGME49_272595
OG0034091																					TGME49_272645
OG0034092																					TGME49_273020
OG0034093																					TGME49_273065
OG0034094																					TGME49_273075
OG0034095																					TGME49_273080
OG0034096																					TGME49_273300
OG0034097																					TGME49_273340
OG0034098																					TGME49_273350
OG0034099																					TGME49_273468
OG0034100																					TGME49_273472
OG0034101																					TGME49_273510
OG0034102																					TGME49_273610
OG0034103																					TGME49_273620
OG0034104																					TGME49_273650
OG0034105																					TGME49_273790
OG0034106																					TGME49_273915
OG0034107																					TGME49_273940
OG0034108																					TGME49_273980
OG0034109																					TGME49_273985
OG0034110																					TGME49_274030
OG0034111																					TGME49_274040
OG0034112																					TGME49_274100
OG0034113																					TGME49_274110
OG0034114																					TGME49_210220
OG0034115																					TGME49_210235
OG0034116																					TGME49_210245
OG0034117																					TGME49_210460
OG0034118																					TGME49_210478
OG0034119																					TGME49_210482
OG0034120																					TGME49_264420
OG0034121																					TGME49_264468
OG0034122																					TGME49_264620
OG0034123																					TGME49_264660
OG0034124																					TGME49_264680
OG0034125																					TGME49_264700
OG0034126																					TGME49_264745
OG0034127																					TGME49_264748
OG0034128																					TGME49_264805
OG0034129																					TGME49_264850
OG0034130																					TGME49_264875
OG0034131																					TGME49_264960
OG0034132																					TGME49_265005
OG0034133																					TGME49_265050
OG0034134																					TGME49_265060
OG0034135																					TGME49_265065
OG0034136																					TGME49_265080
OG0034137																					TGME49_265100
OG0034138																					TGME49_265130
OG0034139																					TGME49_265160
OG0034140																					TGME49_265175
OG0034141																					TGME49_265255
OG0034142																					TGME49_265455
OG0034143																					TGME49_265480
OG0034144																					TGME49_266035
OG0034145																					TGME49_266065
OG0034146																					TGME49_266080
OG0034147																					TGME49_266290
OG0034148																					TGME49_266368
OG0034149																					TGME49_266480
OG0034150																					TGME49_266600
OG0034151																					TGME49_266610
OG0034152																					TGME49_266660
OG0034153																					TGME49_266670
OG0034154																					TGME49_266675
OG0034155																					TGME49_266720
OG0034156																					TGME49_266820
OG0034157																					TGME49_266840
OG0034158																					TGME49_266980
OG0034159																					TGME49_267000
OG0034160																					TGME49_267010
OG0034161																					TGME49_267045
OG0034162																					TGME49_267120
OG0034163																					TGME49_267290
OG0034164																					TGME49_267308
OG0034165																					TGME49_267312
OG0034166																					TGME49_267435
OG0034167																					TGME49_267470
OG0034168																					TGME49_267585
OG0034169																					TGME49_267610
OG0034170																					TGME49_267630
OG0034171																					TGME49_267642
OG0034172																					TGME49_267740
OG0034173																					TGME49_267830
OG0034174																					TGME49_274280
OG0034175																					TGME49_274700
OG0034176																					TGME49_279310
OG0034177																					TGME49_279315
OG0034178																					TGME49_279345
OG0034179																					TGME49_279355
OG0034180																					TGME49_279405
OG0034181																					TGME49_279460
OG0034182																					TGME49_287990
OG0034183																					TGME49_288010
OG0034184																					TGME49_288045
OG0034185																					TGME49_288050
OG0034186																					TGME49_288265
OG0034187																					TGME49_288300
OG0034188																					TGME49_288440
OG0034189																					TGME49_288455
OG0034190																					TGME49_288465
OG0034191																					TGME49_288560
OG0034192																					TGME49_288590
OG0034193																					TGME49_288685
OG0034194																					TGME49_288845
OG0034195																					TGME49_288850
OG0034196																					TGME49_288870
OG0034197																					TGME49_288900
OG0034198																					TGME49_288960
OG0034199																					TGME49_289023
OG0034200																					TGME49_289027
OG0034201																					TGME49_289030
OG0034202																					TGME49_289040
OG0034203																					TGME49_289060
OG0034204																					TGME49_289090
OG0034205																					TGME49_289160
OG0034206																					TGME49_289210
OG0034207																					TGME49_289216
OG0034208																					TGME49_289218
OG0034209																					TGME49_289222
OG0034210																					TGME49_289260
OG0034211																					TGME49_289270
OG0034212																					TGME49_289273
OG0034213																					TGME49_289277
OG0034214																					TGME49_289280
OG0034215																					TGME49_289290
OG0034216																					TGME49_289370
OG0034217																					TGME49_289610
OG0034218																					TGME49_289720
OG0034219																					TGME49_289745
OG0034220																					TGME49_289810
OG0034221																					TGME49_289870
OG0034222																					TGME49_290010
OG0034223																					TGME49_290150
OG0034224																					TGME49_290210
OG0034225																					TGME49_290280
OG0034226																					TGME49_290605
OG0034227																					TGME49_290645
OG0034228																					TGME49_290682
OG0034229																					TGME49_290710
OG0034230																					TGME49_290740
OG0034231																					TGME49_290923
OG0034232																					TGME49_290925
OG0034233																					TGME49_291005
OG0034234																					TGME49_291070
OG0034235																					TGME49_291580
OG0034236																					TGME49_291920
